Words,POS,Frequency
camacan,Noun,1
capixaba,Noun,1
carrier,Noun,1
cent,Noun,1
chamaeleo,Noun,1
chart,Noun,1
coal,Noun,1
coast,Noun,1
comte,Foreign,1
comte,Noun,1
conservation,Noun,1
crenatus,Noun,1
cultivate,Verb,1
current,Noun,1
curupira,Noun,1
da,Noun,1
dam,Noun,1
de,Foreign,1
deep-sea,Adj,1
devonian,Adj,1
diary,Noun,1
diasius,Noun,1
disease,Noun,1
diversipe,Verb,1
diversity,Noun,1
drogas,Foreign,1
duck,Noun,1
economic,Adj,1
employee,Noun,1
engrave,Verb,1
etc,Noun,1
ethnic,Adj,1
eye-socket,Noun,1
f,Noun,1
filice,Noun,1
garden,Noun,1
genierus,Noun,1
geographical,Adj,1
geography,Noun,1
geology,Noun,1
giga,Verb,1
grain,Noun,1
guaranus,Noun,1
guide,Noun,1
guidebook,Noun,1
hand-colored,Adj,1
hemhem,Noun,1
história,Noun,1
humbom,Noun,1
humor,Noun,1
hunting,Noun,1
instruction,Noun,1
invertebrate,Noun,1
itaiquara,Noun,1
itinerary,Noun,1
lago,Noun,1
leporinus,Noun,1
leucolena,Noun,1
leukoprosopa,Noun,1
lima,Noun,1
list,Noun,1
lizard,Noun,1
mattogrossa,Noun,1
medicarum,Noun,1
medicine,Noun,1
melanauchen,Noun,1
mimus,Noun,1
mine,Noun,1
mining,Noun,1
molecular,Adj,1
morphology,Noun,1
mosquito,Noun,1
natural,Noun,1
neblinarium,Noun,1
nomenclature,Noun,1
o,ProperNoun,1
official,Noun,1
operation,Noun,1
orange,Noun,1
p,Noun,1
pattonus,Noun,1
pepper,Noun,1
phonotriccus,Noun,1
physiology,Noun,1
pinocchio,Noun,1
poison,Noun,1
poisonous,Adj,1
poplar,Noun,1
pre-linnean,Adj,1
prescription,Noun,1
preservation,Noun,1
primate,Noun,1
print,Noun,1
product,Noun,1
rat,Noun,1
receipt,Noun,1
reptile,Verb,1
riksmuseet,Noun,1
river,Noun,1
sacus,Noun,1
salary,Noun,1
sar,Noun,1
sertanejo,Noun,1
setiba,Noun,1
shengliensis,Noun,1
simple,Noun,1
skull,Noun,1
slave,Noun,1
smoke,Verb,1
snake,Noun,1
society,Noun,1
sound,Verb,1
source,Noun,1
sparrow,Noun,1
specimen,Noun,1
spiny,Adj,1
study,Noun,1
survey,Noun,1
tabaco,Verb,1
teaching,Noun,1
thesaurus,Noun,1
ticket,Noun,1
tide,Noun,1
timber,Noun,1
tobacco,Noun,1
tridenta,Noun,1
trilobite,Noun,1
u,Noun,1
u,ProperNoun,1
valley,Noun,1
vegetable,Noun,1
veterinary,Adj,1
waltheria,Noun,1
werdermannius,Noun,1
wind,Noun,1
wit,Noun,1
wynnea,Noun,1
xNomenclature,ProperNoun,1
xenopalpus,Noun,1
zoo,Noun,1
zur,ProperNoun,1
