TitleID,Listed subjects
48544,Brazil ; Early works to 1800 ; Medicine ; Natural history ; Indians of South America
48609,"Archaeology ; Indians of South America ; Animals, Fossil ; Travel ; History ; Castelnau, Francis, ; Bolivia ; Natural history ; Peru ; Plants ; South America ; 19th century ; Animals ; Description and travel ; Scientific Expeditions ; Brazil ; comte de, ;"
48926,Latin America ; Rice
49067,Natural history ; Panama ; Indians of Central America ; Description and travel ; Early works to 1800
49531,South America ; Zoology ; Voyages and travels
49607,United States ; South America ; Zoology ; Brazil ; Description and travel ; Québec (Province)
49708,Zoology ; 1764-1850 ; Description and travel ; South America ; Québec (Province) ; United States
49920,Palms ; South America ; Classification
50105,Grasses ; Central America ; North America ; Love grass
51373,Natural history ; Peru ; Indians of South America ; Indians of Mexico ; Early accounts to 1600 ; America ; Latin America
51701,South America ; Lepidoptera
51763,Brazil ; Imprint 1808 ; Tobacco ; Taxation ; Colonies ; South America ; Portugal ; Bahia (State) ; CPJCB
52034,Description and travel ; (1831-1836) ; Geology ; South America ; Beagle Expedition ; Natural history ; Voyages around the world
52063,Latin America ; Mammals ; Classification ; Bats ; Blood proteins
52085,Fishes ; South America
52088,Classification ; Latin America ; Mammals ; Otters ; North America ; Lutra
52127,eilanden ; Asia ; Evolution ; Geologie ; Insel ; Lebensraum ; Biogeography ; Evolutie ; South America ; Fauna ; biogeografia ; galapagoseilanden ; Islands ; Afrika ; Galapagos Islands ; netherlands east indies ; dierecologie ; Geology ; Australia ; Flora
52228,Free-tailed bats ; Africa ; South America ; Bats
52297,"Broadsides, etc ; Colonies ; Brazil ; Portugal ; South America ; CPJCB ; Imprint 1809 ; Lisbon ; Plant introduction"
53485,"Central America ; Herpetology ; Reptiles, Fossil"
53548,South America ; Tropics ; Birds ; Central America
53666,"Mexico ; Panama ; Description and travel ; Central America ; Natural history ; Indians of Mexico ; Wafer, Lionel, ; Travel ; Early works to 1800 ; 1660?-1705? ; Pre-Linnean works ; Indians of Central America"
53798,Darien ; South America ; Ecuador ; Zoology
53811,Peru ; Brazil ; Butterflies ; Latin America ; Lepidoptera ; Moths ; South America
54584,Central America ; Birds ; Mexico ; 1879
54802,South America ; Apocynaceae ; Botany
55788,United States ; Description and travel ; Québec (Province) ; Zoology ; South America ; 1764-1850 ; Brazil
56082,Birds ; South America
56364,(1831-1836) ; South America ; Natural history ; Geology ; Voyages around the world ; Beagle Expedition ; Description and travel
56405,Mexico ; Zoology ; Central America ; Fishes
56422,Beagle Expedition ; Geology ; (1831-1836) ; Voyages around the world ; Natural history ; Description and travel ; South America
56649,Fishes ; Central America ; North America ; South America
56670,Tropics ; Brazil ; Description and travel ; South America ; Natural history ; Indians of South America
56802,South America ; Botany
57421,Description and travel ; Venezuela ; Birds ; Natural history ; South America ; Guyana
57656,South America ; Description and travel ; Botany
57781,Bibliography ; South America ; Birds
57955,Tropics ; Central America ; South America ; Birds ; Pictorial works
58207,Natural history ; Description and travel ; Amazon River Valley ; Indians of South America
59393,Peru ; Indians of South America ; Early accounts to 1600 ; Indians of Mexico ; Natural history ; America ; Discovery and exploration ; Latin America ; Imprint 1596
59676,"Archives ; California Academy of Sciences ; Scientific Expeditions ; Birds ; South America ; (1905-1906) ; Collection and preservation ; Beck, Rollo Howard, ; Zoological specimens ; Expedition of the California Academy of Sciences t ; 1870-1950 ; Field no"
59881,Moths ; South America
60211,Central America ; Botany ; Mexico
60275,North America ; Neuroptera ; South America
60450,Acanthaceae ; Mexico ; Central America
60502,Birds ; Hummingbirds ; Pictorial works ; South America
60691,Hyla labialis ; Latin America ; Body temperature ; Frogs
60771,1882-1967 ; Fieldwork ; Entomology ; Galapagos Islands ; California Academy of Sciences ; South America ; Archives ; Collection and preservation ; Scientific Expeditions ; (1905-1906) ; Expedition of the California Academy of Sciences t ; Field notes ; Id
60772,"Collection and preservation ; (1905-1906) ; 1879-1927 ; Field notes ; South America ; California Academy of Sciences ; Expedition of the California Academy of Sciences t ; Rocks ; Volcanology ; Archives ; Geology ; Fieldwork ; Galapagos Islands ; Ochsner,"
60774,"Archives ; California Academy of Sciences ; Expedition of the California Academy of Sciences t ; (1905-1906) ; 1879-1927 ; Ochsner, Washington Henry, ; Shells ; Fieldwork ; Mollusks ; Collection and preservation ; Field notes ; South America ; Clipperton"
60775,"Galapagos Islands ; Hunter, Joseph S, ; Sexual behavior ; (1905-1906) ; Breeding ; 1879-1972 ; Birds ; Identification ; South America ; Collection and preservation ; Field notes ; California Academy of Sciences ; Expedition of the California Academy of Sc"
60789,"Field notes ; Identification ; b. 1875 ; California Academy of Sciences ; (1905-1906) ; Collection and preservation ; Stewart, Alban, ; Botany ; Expedition of the California Academy of Sciences t ; Classification ; Archives ; Fieldwork ; South America ; S"
60925,Early works to 1800 ; South America ; 18th century ; Incas ; Figure ; France ; Description and travel ; Engravings ; Scientific Expeditions ; Arc measures ; Earth
60976,Botany ; Central America ; Orchids
61132,Central America ; Tropics ; Birds ; South America
61362,America ; Discovery and exploration ; South America ; Scientific Expeditions
61452,South America ; Beagle Expedition ; Volcanoes ; Geology ; (1831-1836)
