TitleID,Listed subjects
14638,Catalogs and collections ; Birds ; Geographical distribution ; Colombia ; Gazetteers
14750,Mollusks ; Uruguay
14834,"Argentina ; Paleontology ; Mammals, Fossil"
14931,Mexico ; Aruba ; Guyana ; Birds
15048,Cenozoic ; Paleontology ; Chile
15396,Culture ; Argentina ; Gramineae ; Saccharum officinarum
15662,Gramineae ; Argentina
15668,Cyperaceae ; Cyperus ; Malay Archipelago
15801,Geology ; Argentina
15845,"Cetacea, Fossil ; Chile ; Cetacea"
15849,Fishes ; Guiana
15863,Hawaii ; Pacific coast ; Philippines ; Chile ; Pacific Area ; 1846-49? ; Uncolored ; Graphic media : ; Copper engraving ; Natural history ; Plants ; Brazil
15938,Fishes ; Fisheries ; Preservation ; Uruguay ; Fishery products
15939,Fishes ; Argentina
16088,"Magellan, Strait of (Chile and Argentina) ; Magallanes (Chile : Province)"
16166,Geographical distribution ; Environmental aspects ; Classification ; Amphibians ; La Escalera Region ; Venezuela
16167,Peru ; Amphibians ; Anura ; Feeding and feeds
16169,Leptodactylus ; Andes ; Frogs ; Peru
16172,Botany ; Natural history ; Sources ; Zoology ; Chile ; Politics and government ; History ; Plants ; Agriculture
16222,Eleutherodactylus ; Amphibians ; Andes ; Classification ; Leptodactylidae ; Ecuador
16268,Eleutherodactylus ; Andes ; Leptodactylidae ; Classification ; Ecuador ; Amphibians
16286,Stenocercus ; Identification ; Classification ; Lizards ; Ecuador
16289,Colombia ; Andes ; Leptodactylidae ; Amphibians ; Classification ; Eleutherodactylus ; Ecuador
16290,Gastrotheca ; Hylidae ; Cordillera Azul ; Anura ; Frogs ; Classification ; Peru
16293,Classification ; Guyana ; Amphibians ; Hylidae ; Venezuela ; Frogs
16372,United States ; Claims vs. Venezuela ; Aves Island (Venezuela)
17711,Description and travel ; Natural history ; Publishers' advertisements ; Early works to 1800 ; Suriname
17833,Caura River ; Venezuela ; Description and travel ; Natural history
17873,Natural history ; Indians of Mexico ; Peru ; America ; Early accounts to 1600 ; Indians of South America ; Latin America
18320,Valencia Lake ; Fishes ; Venezuela
18835,Fertilizers ; Chile saltpeter ; Manures
19118,Indians of Mexico ; Latin America ; Peru ; Natural history ; America ; Early accounts to 1600 ; Indians of South America
19332,Indians of South America ; Latin America ; Natural history ; Early accounts to 1600 ; Indians of Mexico ; America ; Early works to 1800 ; Peru
19778,Zoology ; Argentina
19876,Agriculture ; Uruguay ; Argentina ; Sheep ; Cattle
20448,Birds ; Argentina
20456,History ; Natural history ; Mapuche language ; Mapuche Indians ; To 1810 ; Chile
20610,Birds ; Venezuela
20727,Amaranthaceae ; Paraguay ; Botany
20732,Chile saltpeter ; Fertilizers ; Citrus fruits
20770,Travel ; Natural history ; Guyana ; Description and travel
21403,Australia ; England ; Argentina ; United States ; Agriculture
21506,"Zoology ; United States ; Antilles, Lesser ; Guyana ; Description and travel ; Pernambuco (Brazil) ; Taxidermy"
21663,History ; To 1810 ; Natural history ; Chile
21816,Natural history ; Polynesia ; Mascarene Islands ; Alert (Ship) ; Description and travel ; Patagonia (Argentina and Chile)
22065,Polynesia ; Mascarene Islands ; Natural history ; Description and travel ; Patagonia (Argentina and Chile) ; Alert (Ship)
22181,Colombia ; Netherlands Antilles ; Travel ; Birds ; Natural history
22233,Argentina ; Birds
22390,West Indies ; Guyana ; Taxidermy ; Description and travel ; Natural history ; Pernambuco (Brazil : State)
22419,"Mollusks, Fossil ; Paleontology ; Peru"
22757,Zoology ; Argentina ; Animal behavior
22914,Peru ; Agriculture ; Sugar
22997,Zoology ; Guyana
23580,Argentina ; Commerce and industries ; Agriculture ; Uruguay
24250,Echinodermata ; Peru
24727,Paleobotany ; Chile ; Bolivia ; Peru
24740,Cinchona ; Peru ; Rubiaceae ; Travel ; India ; Description and travel
24790,Description and travel ; Agriculture ; Argentina ; Economic conditions
24793,Guyana ; Timber
24935,Geology ; Prehistoric peoples ; Argentina ; Paleontology ; South America
24980,1890-1899 ; Description and travel ; Alert (Ship) ; Oceanography ; Natural history ; Pacific Ocean ; Patagonia (Argentina and Chile) ; Mascarene Islands ; Pictorial cloth bindings (Binding) ; Oceania ; Polynesia
25177,Guyana ; Natural history ; Zoology
25452,Natural history ; Guyana ; Description and travel
25533,Geology ; Paleontology ; Prehistoric peoples ; South America ; Argentina
25574,Natural history ; Description and travel ; Patagonia (Argentina and Chile)
25721,Fertilizers ; Chile saltpeter
26123,Forests and forestry ; Description and travel ; Biology ; Guiana
26603,Description and travel ; Argentina ; Natural history
26710,Cattle ; Tuberculosis in animals ; Argentina
